ticker,strategy_func,params
AI,liquidity_grab_tf_adx_filtered,{}
AI,adx_ema_trend_strategy,{}
AI,adx_ema_trend_10_30_25,{}
AI,adx_ema_trend_5_15_25,{}
AI,dax_momentum_signal_vectorized,{}
AI,inside_bar_breakout_signal_vectorized,{}
AI,three_bar_reversal_signal_vectorized,{}
AI,engulfing_pattern_signal_vectorized,{}
AI,morning_evening_star_signal_vectorized,{}
AI,doji_signal_strategy_v1_vectorized,{}
AI,retracement_rev_vectorized,{}
AI,retracement_tf_vectorized,{}
AI,liquidity_grab_rev_strategy,{}
AI,liquidity_grab_tf_strategy,{}
AI,donchian_breakout_with_ma_filter,{}
AI,donchian_breakout_with_ma_10_30,{}
AI,donchian_breakout_with_ma_15_40,{}
AI,donchian_inv_with_ma_filter,{}
AI,donchian_inv_with_ma_15_40,{}
AI,donchian_inv_with_ma_10_30,{}
AI,keltner_rev_vectorized,{}
AI,keltner_rev_15_1_5,{}
AI,keltner_rev_50_2_5,{}
AI,keltner_tf_vectorized,{}
AI,keltner_tf_15_1_5,{}
AI,keltner_tf_50_2_5,{}
AI,weekly_breakout_vectorized,{}
AI,weekly_breakout_1_2,{}
AI,weekly_breakout_2_1,{}
AI,weekly_breakout_2_2,{}
AI,weekly_breakout_1_3,{}
AI,weekly_breakout_2_3,{}
AI,vwap_trading_strategy_threshold,{}
AI,vwap_trading_strategy_cross,{}
AI,vwap_trading_strategy_cross_20_10,{}
AI,vwap_trading_strategy_cross_30_20,{}
AI,parab_rev_vectorized,{}
AI,parab_rev_8_16_32_vectorized,{}
AI,parab_rev_3_6_15_vectorized,{}
AI,ema_vwap_sma_vectorized,{}
AI,ema_vwap_sma_15_30_50,{}
AI,ema_vwap_sma_5_10_20,{}
AI,ema_vwap_vectorized,"{""emaShortPeriod"": 12, ""emaLongPeriod"": 26}"
AI,volume_trend_basic,{}
AI,volume_trend_10,{}
AI,volume_trend_30,{}
AI,squeeze_ema_strategy,{}
AI,squeeze_ema_10_20,{}
AI,squeeze_ema_15_25,{}
AI,ema_pullback_strategy,{}
AMD,bollinger_bands_mean_reversion_sma_vectorized,{}
AMD,sma_stoch_close_strategy_vectorized,{}
AMD,stochastic_oscillator_signal_vectorized,{}
AMD,moving_average_crossover_signal_vectorized,{}
AMD,rsi_hammer_70_30_vectorized,{}
AMD,rsi_hammer_65_35_vectorized,{}
AMD,rsi_hammer_80_20_vectorized,{}
AMD,mean_reversion_signal_v1_vectorized,{}
AMD,mean_reversion_signal_v2_vectorized,{}
AMD,mean_reversion_signal_v3_vectorized,{}
AMD,rsi_engulfing_signals_vectorized,{}
AMD,mixed_signal_strategy_vectorized,{}
AMD,pinbar_macd_strategy_vectorized,{}
AMD,doji_rsi_simplified_vectorized,{}
AMD,bollinger_bands_adx_simple_35_20_vectorized,{}
AMD,bollinger_bands_adx_simple_vectorized,{}
AMD,bollinger_bands_adx_simple_45_25_vectorized,{}
AMD,x_rsi_bollinger_total_signal_15_65_35_vectorized,{}
AMD,x_rsi_bollinger_total_signal_10_70_30_vectorized,{}
AMD,x_rsi_bollinger_signal_vectorized,{}
AMD,adx_sma_trend_following,{}
AMD,adx_sma_tf_10_30_25,{}
AMD,adx_sma_tf_15_40_35,{}
AMD,adx_sma_tf_10_30_35,{}
AMD,adx_trend_breakout,{}
AMD,adx_trend_breakout_10_40,{}
AMD,adx_trend_breakout_10_35,{}
AMD,donchian_channel_vectorized,{}
AMD,donchian_channel_10_5_5,{}
AMD,donchian_channel_20_5_5,{}
AMD,liquidity_grab_rev_adx_filtered,{}
AMD,liquidity_grab_tf_adx_filtered,{}
AMD,adx_ema_trend_strategy,{}
AMD,adx_ema_trend_10_30_25,{}
AMD,adx_ema_trend_5_15_25,{}
AMD,dax_momentum_signal_vectorized,{}
AMD,inside_bar_breakout_signal_vectorized,{}
AMD,three_bar_reversal_signal_vectorized,{}
AMD,engulfing_pattern_signal_vectorized,{}
AMD,morning_evening_star_signal_vectorized,{}
AMD,doji_signal_strategy_v1_vectorized,{}
AMD,retracement_rev_vectorized,{}
AMD,retracement_tf_vectorized,{}
AMD,liquidity_grab_rev_strategy,{}
AMD,liquidity_grab_tf_strategy,{}
AMD,donchian_breakout_with_ma_filter,{}
AMD,donchian_breakout_with_ma_10_30,{}
AMD,donchian_breakout_with_ma_15_40,{}
AMD,donchian_inv_with_ma_filter,{}
AMD,donchian_inv_with_ma_15_40,{}
AMD,donchian_inv_with_ma_10_30,{}
AMD,keltner_rev_vectorized,{}
AMD,keltner_rev_15_1_5,{}
AMD,keltner_rev_50_2_5,{}
AMD,keltner_tf_vectorized,{}
AMD,keltner_tf_15_1_5,{}
AMD,keltner_tf_50_2_5,{}
AMD,weekly_breakout_vectorized,{}
AMD,weekly_breakout_1_2,{}
AMD,weekly_breakout_2_1,{}
AMD,weekly_breakout_2_2,{}
AMD,weekly_breakout_1_3,{}
AMD,weekly_breakout_2_3,{}
AMD,vwap_trading_strategy_threshold,{}
AMD,vwap_trading_strategy_cross,{}
AMD,vwap_trading_strategy_cross_20_10,{}
AMD,vwap_trading_strategy_cross_30_20,{}
AMD,parab_rev_vectorized,{}
AMD,parab_rev_8_16_32_vectorized,{}
AMD,parab_rev_3_6_15_vectorized,{}
AMD,ema_vwap_sma_vectorized,{}
AMD,ema_vwap_sma_15_30_50,{}
AMD,ema_vwap_sma_5_10_20,{}
AMD,ema_vwap_vectorized,{}
AMD,volume_trend_basic,{}
AMD,volume_trend_10,{}
AMD,volume_trend_30,{}
AMD,squeeze_ema_strategy,{}
AMD,squeeze_ema_10_20,{}
AMD,squeeze_ema_15_25,{}
AMD,ema_pullback_strategy,"{""short_ema"": 16, ""long_ema"": 30, ""min_move"": 0.01, ""min_trend_gap"": 0.03, ""lookback_trend"": 7}"
AMZN,bollinger_bands_mean_reversion_sma_vectorized,{}
AMZN,sma_stoch_close_strategy_vectorized,{}
AMZN,stochastic_oscillator_signal_vectorized,{}
AMZN,moving_average_crossover_signal_vectorized,{}
AMZN,rsi_hammer_70_30_vectorized,{}
AMZN,rsi_hammer_65_35_vectorized,{}
AMZN,rsi_hammer_80_20_vectorized,{}
AMZN,mean_reversion_signal_v1_vectorized,{}
AMZN,mean_reversion_signal_v2_vectorized,{}
AMZN,mean_reversion_signal_v3_vectorized,{}
AMZN,rsi_engulfing_signals_vectorized,{}
AMZN,mixed_signal_strategy_vectorized,{}
AMZN,pinbar_macd_strategy_vectorized,{}
AMZN,doji_rsi_simplified_vectorized,{}
AMZN,bollinger_bands_adx_simple_35_20_vectorized,{}
AMZN,bollinger_bands_adx_simple_vectorized,{}
AMZN,bollinger_bands_adx_simple_45_25_vectorized,{}
AMZN,x_rsi_bollinger_total_signal_15_65_35_vectorized,{}
AMZN,x_rsi_bollinger_total_signal_10_70_30_vectorized,{}
AMZN,x_rsi_bollinger_signal_vectorized,{}
AMZN,adx_sma_trend_following,{}
AMZN,adx_sma_tf_10_30_25,{}
AMZN,adx_sma_tf_15_40_35,{}
AMZN,adx_sma_tf_10_30_35,{}
AMZN,adx_trend_breakout,{}
AMZN,adx_trend_breakout_10_40,{}
AMZN,adx_trend_breakout_10_35,{}
AMZN,donchian_channel_vectorized,{}
AMZN,donchian_channel_10_5_5,{}
AMZN,donchian_channel_20_5_5,{}
AMZN,liquidity_grab_rev_adx_filtered,{}
AMZN,liquidity_grab_tf_adx_filtered,{}
AMZN,adx_ema_trend_strategy,{}
AMZN,adx_ema_trend_10_30_25,{}
AMZN,adx_ema_trend_5_15_25,{}
AMZN,dax_momentum_signal_vectorized,{}
AMZN,inside_bar_breakout_signal_vectorized,{}
AMZN,three_bar_reversal_signal_vectorized,{}
AMZN,engulfing_pattern_signal_vectorized,{}
AMZN,morning_evening_star_signal_vectorized,{}
AMZN,doji_signal_strategy_v1_vectorized,{}
AMZN,retracement_rev_vectorized,{}
AMZN,retracement_tf_vectorized,{}
AMZN,liquidity_grab_rev_strategy,{}
AMZN,liquidity_grab_tf_strategy,{}
AMZN,donchian_breakout_with_ma_filter,{}
AMZN,donchian_breakout_with_ma_10_30,{}
AMZN,donchian_breakout_with_ma_15_40,{}
AMZN,donchian_inv_with_ma_filter,{}
AMZN,donchian_inv_with_ma_15_40,{}
AMZN,donchian_inv_with_ma_10_30,{}
AMZN,keltner_rev_vectorized,{}
AMZN,keltner_rev_15_1_5,{}
AMZN,keltner_rev_50_2_5,{}
AMZN,keltner_tf_vectorized,{}
AMZN,keltner_tf_15_1_5,{}
AMZN,keltner_tf_50_2_5,{}
AMZN,weekly_breakout_vectorized,{}
AMZN,weekly_breakout_1_2,{}
AMZN,weekly_breakout_2_1,{}
AMZN,weekly_breakout_2_2,{}
AMZN,weekly_breakout_1_3,{}
AMZN,weekly_breakout_2_3,{}
AMZN,vwap_trading_strategy_threshold,{}
AMZN,vwap_trading_strategy_cross,{}
AMZN,vwap_trading_strategy_cross_20_10,{}
AMZN,vwap_trading_strategy_cross_30_20,{}
AMZN,parab_rev_vectorized,{}
AMZN,parab_rev_8_16_32_vectorized,{}
AMZN,parab_rev_3_6_15_vectorized,{}
AMZN,ema_vwap_sma_vectorized,{}
AMZN,ema_vwap_sma_15_30_50,{}
AMZN,ema_vwap_sma_5_10_20,{}
AMZN,ema_vwap_vectorized,{}
AMZN,volume_trend_basic,{}
AMZN,volume_trend_10,{}
AMZN,volume_trend_30,{}
AMZN,squeeze_ema_strategy,{}
AMZN,squeeze_ema_10_20,{}
AMZN,squeeze_ema_15_25,{}
AMZN,ema_pullback_strategy,"{""short_ema"": 8, ""long_ema"": 30, ""min_move"": 0.01, ""min_trend_gap"": 0.04, ""lookback_trend"": 7}"
ASML,bollinger_bands_mean_reversion_sma_vectorized,{}
ASML,sma_stoch_close_strategy_vectorized,{}
ASML,stochastic_oscillator_signal_vectorized,{}
ASML,moving_average_crossover_signal_vectorized,{}
ASML,rsi_hammer_70_30_vectorized,{}
ASML,rsi_hammer_65_35_vectorized,{}
ASML,rsi_hammer_80_20_vectorized,{}
ASML,mean_reversion_signal_v1_vectorized,{}
ASML,mean_reversion_signal_v2_vectorized,{}
ASML,mean_reversion_signal_v3_vectorized,{}
ASML,rsi_engulfing_signals_vectorized,{}
ASML,mixed_signal_strategy_vectorized,{}
ASML,pinbar_macd_strategy_vectorized,{}
ASML,doji_rsi_simplified_vectorized,{}
ASML,bollinger_bands_adx_simple_35_20_vectorized,{}
ASML,bollinger_bands_adx_simple_vectorized,{}
ASML,bollinger_bands_adx_simple_45_25_vectorized,{}
ASML,x_rsi_bollinger_total_signal_15_65_35_vectorized,{}
ASML,x_rsi_bollinger_total_signal_10_70_30_vectorized,{}
ASML,x_rsi_bollinger_signal_vectorized,{}
ASML,adx_sma_trend_following,{}
ASML,adx_sma_tf_10_30_25,{}
ASML,adx_sma_tf_15_40_35,{}
ASML,adx_sma_tf_10_30_35,{}
ASML,adx_trend_breakout,{}
ASML,adx_trend_breakout_10_40,{}
ASML,adx_trend_breakout_10_35,{}
ASML,donchian_channel_vectorized,{}
ASML,donchian_channel_10_5_5,{}
ASML,donchian_channel_20_5_5,{}
ASML,liquidity_grab_rev_adx_filtered,{}
ASML,liquidity_grab_tf_adx_filtered,{}
ASML,adx_ema_trend_strategy,{}
ASML,adx_ema_trend_10_30_25,{}
ASML,adx_ema_trend_5_15_25,{}
ASML,dax_momentum_signal_vectorized,{}
ASML,inside_bar_breakout_signal_vectorized,{}
ASML,three_bar_reversal_signal_vectorized,{}
ASML,engulfing_pattern_signal_vectorized,{}
ASML,morning_evening_star_signal_vectorized,{}
ASML,doji_signal_strategy_v1_vectorized,{}
ASML,retracement_rev_vectorized,{}
ASML,retracement_tf_vectorized,{}
ASML,liquidity_grab_rev_strategy,{}
ASML,liquidity_grab_tf_strategy,{}
ASML,donchian_breakout_with_ma_filter,{}
ASML,donchian_breakout_with_ma_10_30,{}
ASML,donchian_breakout_with_ma_15_40,{}
ASML,donchian_inv_with_ma_filter,{}
ASML,donchian_inv_with_ma_15_40,{}
ASML,donchian_inv_with_ma_10_30,{}
ASML,keltner_rev_vectorized,{}
ASML,keltner_rev_15_1_5,{}
ASML,keltner_rev_50_2_5,{}
ASML,keltner_tf_vectorized,{}
ASML,keltner_tf_15_1_5,{}
ASML,keltner_tf_50_2_5,{}
ASML,weekly_breakout_vectorized,{}
ASML,weekly_breakout_1_2,{}
ASML,weekly_breakout_2_1,{}
ASML,weekly_breakout_2_2,{}
ASML,weekly_breakout_1_3,{}
ASML,weekly_breakout_2_3,{}
ASML,vwap_trading_strategy_threshold,{}
ASML,vwap_trading_strategy_cross,{}
ASML,vwap_trading_strategy_cross_20_10,{}
ASML,vwap_trading_strategy_cross_30_20,{}
ASML,parab_rev_vectorized,{}
ASML,parab_rev_8_16_32_vectorized,{}
ASML,parab_rev_3_6_15_vectorized,{}
ASML,ema_vwap_sma_vectorized,{}
ASML,ema_vwap_sma_15_30_50,{}
ASML,ema_vwap_sma_5_10_20,{}
ASML,ema_vwap_vectorized,{}
ASML,volume_trend_basic,{}
ASML,volume_trend_10,{}
ASML,volume_trend_30,{}
ASML,squeeze_ema_strategy,{}
ASML,squeeze_ema_10_20,{}
ASML,squeeze_ema_15_25,{}
ASML,ema_pullback_strategy,{}
AVGO,bollinger_bands_mean_reversion_sma_vectorized,{}
AVGO,sma_stoch_close_strategy_vectorized,{}
AVGO,stochastic_oscillator_signal_vectorized,{}
AVGO,moving_average_crossover_signal_vectorized,{}
AVGO,rsi_hammer_70_30_vectorized,{}
AVGO,rsi_hammer_65_35_vectorized,{}
AVGO,rsi_hammer_80_20_vectorized,{}
AVGO,mean_reversion_signal_v1_vectorized,{}
AVGO,mean_reversion_signal_v2_vectorized,{}
AVGO,mean_reversion_signal_v3_vectorized,{}
AVGO,rsi_engulfing_signals_vectorized,{}
AVGO,mixed_signal_strategy_vectorized,{}
AVGO,pinbar_macd_strategy_vectorized,{}
AVGO,doji_rsi_simplified_vectorized,{}
AVGO,bollinger_bands_adx_simple_35_20_vectorized,{}
AVGO,bollinger_bands_adx_simple_vectorized,{}
AVGO,bollinger_bands_adx_simple_45_25_vectorized,{}
AVGO,x_rsi_bollinger_total_signal_15_65_35_vectorized,{}
AVGO,x_rsi_bollinger_total_signal_10_70_30_vectorized,{}
AVGO,x_rsi_bollinger_signal_vectorized,{}
AVGO,adx_sma_trend_following,{}
AVGO,adx_sma_tf_10_30_25,{}
AVGO,adx_sma_tf_15_40_35,{}
AVGO,adx_sma_tf_10_30_35,{}
AVGO,adx_trend_breakout,"{""lookback"": 22, ""adx_threshold"": 25}"
AVGO,adx_trend_breakout_10_40,{}
AVGO,adx_trend_breakout_10_35,{}
AVGO,donchian_channel_vectorized,{}
AVGO,donchian_channel_10_5_5,{}
AVGO,donchian_channel_20_5_5,{}
AVGO,liquidity_grab_rev_adx_filtered,{}
AVGO,liquidity_grab_tf_adx_filtered,{}
AVGO,adx_ema_trend_strategy,{}
AVGO,adx_ema_trend_10_30_25,{}
AVGO,adx_ema_trend_5_15_25,{}
AVGO,dax_momentum_signal_vectorized,{}
AVGO,inside_bar_breakout_signal_vectorized,{}
AVGO,three_bar_reversal_signal_vectorized,{}
AVGO,engulfing_pattern_signal_vectorized,{}
AVGO,morning_evening_star_signal_vectorized,{}
AVGO,doji_signal_strategy_v1_vectorized,{}
AVGO,retracement_rev_vectorized,{}
AVGO,retracement_tf_vectorized,{}
AVGO,liquidity_grab_rev_strategy,{}
AVGO,liquidity_grab_tf_strategy,{}
AVGO,donchian_breakout_with_ma_filter,{}
AVGO,donchian_breakout_with_ma_10_30,{}
AVGO,donchian_breakout_with_ma_15_40,{}
AVGO,donchian_inv_with_ma_filter,{}
AVGO,donchian_inv_with_ma_15_40,{}
AVGO,donchian_inv_with_ma_10_30,{}
AVGO,keltner_rev_vectorized,{}
AVGO,keltner_rev_15_1_5,{}
AVGO,keltner_rev_50_2_5,{}
AVGO,keltner_tf_vectorized,{}
AVGO,keltner_tf_15_1_5,{}
AVGO,keltner_tf_50_2_5,{}
AVGO,weekly_breakout_vectorized,{}
AVGO,weekly_breakout_1_2,{}
AVGO,weekly_breakout_2_1,{}
AVGO,weekly_breakout_2_2,{}
AVGO,weekly_breakout_1_3,{}
AVGO,weekly_breakout_2_3,{}
AVGO,vwap_trading_strategy_threshold,{}
AVGO,vwap_trading_strategy_cross,{}
AVGO,vwap_trading_strategy_cross_20_10,{}
AVGO,vwap_trading_strategy_cross_30_20,{}
AVGO,parab_rev_vectorized,{}
AVGO,parab_rev_8_16_32_vectorized,{}
AVGO,parab_rev_3_6_15_vectorized,{}
AVGO,ema_vwap_sma_vectorized,{}
AVGO,ema_vwap_sma_15_30_50,{}
AVGO,ema_vwap_sma_5_10_20,{}
AVGO,ema_vwap_vectorized,{}
AVGO,volume_trend_basic,{}
AVGO,volume_trend_10,{}
AVGO,volume_trend_30,{}
AVGO,squeeze_ema_strategy,{}
AVGO,squeeze_ema_10_20,{}
AVGO,squeeze_ema_15_25,{}
AVGO,ema_pullback_strategy,{}
AXP,bollinger_bands_mean_reversion_sma_vectorized,{}
AXP,sma_stoch_close_strategy_vectorized,{}
AXP,stochastic_oscillator_signal_vectorized,{}
AXP,moving_average_crossover_signal_vectorized,{}
AXP,rsi_hammer_70_30_vectorized,{}
AXP,rsi_hammer_65_35_vectorized,{}
AXP,rsi_hammer_80_20_vectorized,{}
AXP,mean_reversion_signal_v1_vectorized,{}
AXP,mean_reversion_signal_v2_vectorized,{}
AXP,mean_reversion_signal_v3_vectorized,{}
AXP,rsi_engulfing_signals_vectorized,{}
AXP,mixed_signal_strategy_vectorized,{}
AXP,pinbar_macd_strategy_vectorized,{}
AXP,doji_rsi_simplified_vectorized,{}
AXP,bollinger_bands_adx_simple_35_20_vectorized,{}
AXP,bollinger_bands_adx_simple_vectorized,{}
AXP,bollinger_bands_adx_simple_45_25_vectorized,{}
AXP,x_rsi_bollinger_total_signal_15_65_35_vectorized,{}
AXP,x_rsi_bollinger_total_signal_10_70_30_vectorized,{}
AXP,x_rsi_bollinger_signal_vectorized,{}
AXP,adx_sma_trend_following,{}
AXP,adx_sma_tf_10_30_25,{}
AXP,adx_sma_tf_15_40_35,{}
AXP,adx_sma_tf_10_30_35,{}
AXP,adx_trend_breakout,{}
AXP,adx_trend_breakout_10_40,{}
AXP,adx_trend_breakout_10_35,{}
AXP,donchian_channel_vectorized,{}
AXP,donchian_channel_10_5_5,{}
AXP,donchian_channel_20_5_5,{}
AXP,liquidity_grab_rev_adx_filtered,{}
AXP,liquidity_grab_tf_adx_filtered,{}
AXP,adx_ema_trend_strategy,{}
